color,constituency,groups,id,party,partywon,pcid,states,vote_count_num,votecount,winner,winner_2014_bangali
#e51a83,Medak,Third Front,33,Telangana Rashtra Samithi,33,#PC6,Telangana,596048,Won,Kotha Prabhakar Reddy,Kalvakuntla Chandrasekhar Rao (TRS)
#e51a83,Nagarkurnool,Third Front,33,Telangana Rashtra Samithi,33,#PC12,Telangana,499672,Won,P Ramulu,Yellaiah Nandi (INC)
#4099CF,Nalgonda,UPA,13,Indian National Congress,13,#PC13,Telangana,526028,Won,N. Uttam Kumar Reddy,Gutha Sukhender Reddy (INC)
#f49921,Nizamabad,NDA,8,Bharatiya Janata Party,8,#PC4,Telangana,480584,Won,Shri D. Aravind,Kalvakuntla Kavitha (TRS)
#e51a83,Peddapalle,Third Front,33,Telangana Rashtra Samithi,33,#PC2,Telangana,441321,Won,Borlakunta Venkatesh Nethani,Balka Suman (TRS)
#f49921,Secunderabad,NDA,8,Bharatiya Janata Party,8,#PC8,Telangana,384780,Won,Shri G Kishan Reddy,Bandaru Dattatreya (BJP)
#e51a83,Warangal,Third Front,33,Telangana Rashtra Samithi,33,#PC15,Telangana,612498,Won,Pasunuri Dayakar,Kadiyam Srihari (TRS)
#e51a83,Zahirabad,Third Front,33,Telangana Rashtra Samithi,33,#PC5,Telangana,434244,Won,BB Patil,B.B. Patil (TRS)
#f49921,Tripura East,NDA,8,Bharatiya Janata Party,8,#PC378,Tripura,482126,Won,Rebati Tripura,Jitendra Chaudhury (Marxist) 
#f49921,Tripura West,NDA,8,Bharatiya Janata Party,8,#PC377,Tripura,573532,Won,Shri Rebati Tripura,Sankar Prasad Datta (Marxist) 
#f49921,Agra,NDA,8,Bharatiya Janata Party,8,#PC384,Uttar Pradesh,646875,Won,S. P. Singh Baghel,Dr. Ram Shankar Katheria (BJP)
#f49921,Akbarpur,NDA,8,Bharatiya Janata Party,8,#PC379,Uttar Pradesh,581282,Won,Devendra Singh Bhole,Devendra Singh @ Bhole Singh (BJP)
#f49921,Aligarh,NDA,8,Bharatiya Janata Party,8,#PC383,Uttar Pradesh,656215,Won,Satish Kumar Gautam,Satish Kumar (BJP)
#f49921,Allahabad,NDA,8,Bharatiya Janata Party,8,#PC388,Uttar Pradesh,494454,Won,Rita Bahuguna Joshi,Shyama Charan Gupta (BJP)
#22409a,Ambedkar Nagar,Others,40,Bahujan Samaj Party (BSP),40,#PC382,Uttar Pradesh,564118,Won,Shri Ritesh Pandey,Hari Om Pandey (BJP)
#f49921,Amethi,NDA,8,Bharatiya Janata Party,8,#PC381,Uttar Pradesh,468514,Won,Smriti Irani,Rahul Gandhi (INC)
#22409a,Amroha,Others,40,Bahujan Samaj Party (BSP),40,#PC380,Uttar Pradesh,601082,Won,Kunwar Danish Ali,Kanwar Singh Tanwar (BJP)
#f49921,Aonla,NDA,8,Bharatiya Janata Party,8,#PC386,Uttar Pradesh,537675,Won,Dharmendra Kashyap,Dharmendra Kumar (BJP)
#11381d,Azamgarh,Others,32,Samajwadi Party,32,#PC385,Uttar Pradesh,621578,Won,Shree Akhilesh Yadav,Mulayam Singh Yadav (SP)
#f49921,Badaun,NDA,8,Bharatiya Janata Party,8,#PC420,Uttar Pradesh,511352,Won,Sangh Mitra Maurya,Dharmendra Yadav (SP)
#f49921,Baghpat,NDA,8,Bharatiya Janata Party,8,#PC425,Uttar Pradesh,525789,Won,Satya Pal Singh,Dr. Satya Pal Singh (BJP)
#f49921,Bahraich,NDA,8,Bharatiya Janata Party,8,#PC424,Uttar Pradesh,525982,Won,Akshayvara Lal Gaud,Sadhvi Savitri Bai Foole (BJP)
#f49921,Ballia,NDA,8,Bharatiya Janata Party,8,#PC422,Uttar Pradesh,469114,Won,Virendra Singh Mast,Bharat Singh (BJP)
#f49921,Banda,NDA,8,Bharatiya Janata Party,8,#PC426,Uttar Pradesh,477926,Won,R. K. Singh Patel,Bhairon Prasad Mishra (BJP)
#f49921,Bansgaon,NDA,8,Bharatiya Janata Party,8,#PC428,Uttar Pradesh,546673,Won,Kamlesh Paswan,Kamlesh Paswan (BJP)
#f49921,Barabanki,NDA,8,Bharatiya Janata Party,8,#PC427,Uttar Pradesh,535917,Won,Upendra Rawat,Priyanka Singh Rawat (BJP)
#f49921,Bareilly,NDA,8,Bharatiya Janata Party,8,#PC421,Uttar Pradesh,565270,Won,Santosh Kumar Gangwar,Santosh Kumar Gangwar (BJP)
#f49921,Basti,NDA,8,Bharatiya Janata Party,8,#PC423,Uttar Pradesh,471162,Won,Harish Dwivedi,Harish Chandra  Alias  Harish Dwivedi (BJP)
#f49921,Bhadohi,NDA,8,Bharatiya Janata Party,8,#PC431,Uttar Pradesh,510029,Won,Ramesh Bind,Virendra Singh (BJP)
#22409a,Bijnor,Others,40,Bahujan Samaj Party (BSP),40,#PC429,Uttar Pradesh,561045,Won,Malook Nagar,Kunwar Bhartendra (BJP)
#f49921,Bulandshahr,NDA,8,Bharatiya Janata Party,8,#PC430,Uttar Pradesh,681321,Won,Bhola Singh,Bhola Singh (BJP)
#f49921,Chandauli,NDA,8,Bharatiya Janata Party,8,#PC404,Uttar Pradesh,510733,Won,Mahendra Nath Pandey,Dr Mahendra Nath Pandey (BJP)
#f49921,Deoria,NDA,8,Bharatiya Janata Party,8,#PC409,Uttar Pradesh,580644,Won,Ramapati Ram Tripathi,Kalraj Mishra (BJP)
#f49921,Dhaurahra,NDA,8,Bharatiya Janata Party,8,#PC410,Uttar Pradesh,512905,Won,Rekha Verma,Rekha (BJP)
#f49921,Domariyaganj,NDA,8,Bharatiya Janata Party,8,#PC408,Uttar Pradesh,492253,Won,Jagdambika Pal,Jagdambika Pal (BJP)
#f49921,Etah,NDA,8,Bharatiya Janata Party,8,#PC390,Uttar Pradesh,545348,Won,Rajveer Singh,Rajveer Singh (Raju Bhaiya) (BJP)
#f49921,Etawah,NDA,8,Bharatiya Janata Party,8,#PC387,Uttar Pradesh,522119,Won,Ram Katheria,Ashok Kumar Doharey (BJP)
#f49921,Faizabad,NDA,8,Bharatiya Janata Party,8,#PC419,Uttar Pradesh,529021,Won,Lallu Singh,Lallu Singh (BJP)
#f49921,Farrukhabad,NDA,8,Bharatiya Janata Party,8,#PC414,Uttar Pradesh,569880,Won,Mukesh Rajput,Mukesh Rajput (BJP)
#f49921,Fatehpur,NDA,8,Bharatiya Janata Party,8,#PC415,Uttar Pradesh,566040,Won,Niranjan Jyoti,Niranjan Jyoti (BJP)
#f49921,Fatehpur Sikri,NDA,8,Bharatiya Janata Party,8,#PC416,Uttar Pradesh,667147,Won,Raj Kumar Chaher,Babulal (BJP)
#f49921,Firozabad,NDA,8,Bharatiya Janata Party,8,#PC417,Uttar Pradesh,495819,Won,Chandra Sen Jadun,Akshay Yadav (SP)
#f49921,Gautam Buddha Nagar,NDA,8,Bharatiya Janata Party,8,#PC402,Uttar Pradesh,830812,Won,Mahesh Sharma,Dr.Mahesh  Sharma (BJP)
#f49921,Ghaziabad,NDA,8,Bharatiya Janata Party,8,#PC399,Uttar Pradesh,944503,Won,V. K. Singh,Vijay Kumar Singh (BJP)
#22409a,Ghazipur,Others,40,Bahujan Samaj Party (BSP),40,#PC398,Uttar Pradesh,566082,Won,Shri Afzal Ansari,Manoj Sinha (BJP)
#22409a,Ghosi,Others,40,Bahujan Samaj Party (BSP),40,#PC403,Uttar Pradesh,573829,Won,Shri Atul Rai,Harinarayan Rajbhar (BJP)
#f49921,Gonda,NDA,8,Bharatiya Janata Party,8,#PC401,Uttar Pradesh,508190,Won,Kirti Vardhan Singh,Kirti Vardhan Singh (BJP)
#f49921,Gorakhpur,NDA,8,Bharatiya Janata Party,8,#PC400,Uttar Pradesh,717122,Won,Ravi Kishan,Adityanath (BJP)
#f49921,Hamirpur,NDA,8,Bharatiya Janata Party,8,#PC456,Uttar Pradesh,575122,Won,Pushpendra Singh Chandel,Kunwar Pushpendra Singh Chandel (BJP)
#f49921,Hardoi,NDA,8,Bharatiya Janata Party,8,#PC457,Uttar Pradesh,568143,Won,Jai Prakash Rawat,Anshul Verma (BJP)
#f49921,Hathras,NDA,8,Bharatiya Janata Party,8,#PC458,Uttar Pradesh,684299,Won,Rajveer Singh Balmiki,Rajesh Kumar Diwaker (BJP)
#f49921,Jalaun,NDA,8,Bharatiya Janata Party,8,#PC405,Uttar Pradesh,581763,Won,Bhanu Pratap Singh Verma,Bhanu Pratap Singh Verma (BJP)
#22409a,Jaunpur,Others,40,Bahujan Samaj Party (BSP),40,#PC406,Uttar Pradesh,521128,Won,Shri Shyam Singh Yadav,Krishna Pratap ''''''''K.P.'''''''' (BJP)
#f49921,Jhansi,NDA,8,Bharatiya Janata Party,8,#PC407,Uttar Pradesh,809272,Won,Anurag Sharma,Uma Bharati (BJP)
#f49921,Kairana,NDA,8,Bharatiya Janata Party,8,#PC394,Uttar Pradesh,566961,Won,Pradeep Choudhary,Hukum Singh (BJP)
#f49921,Kaiserganj,NDA,8,Bharatiya Janata Party,8,#PC395,Uttar Pradesh,581358,Won,Brij Bhushan Sharan Singh,Brij Bhusan Sharan Singh (BJP)
#f49921,Kannauj,NDA,8,Bharatiya Janata Party,8,#PC391,Uttar Pradesh,563087,Won,Subrat Pathak,Dimple Yadav (SP)
#f49921,Kanpur,NDA,8,Bharatiya Janata Party,8,#PC392,Uttar Pradesh,468937,Won,Satyadev Pachauri,Dr.Murli Manohar Joshi (BJP)
#f49921,Kaushambi,NDA,8,Bharatiya Janata Party,8,#PC396,Uttar Pradesh,383009,Won,VINOD KUMAR SONKAR,Vinod Kumar Sonkar (BJP)
#f49921,Kheri,NDA,8,Bharatiya Janata Party,8,#PC397,Uttar Pradesh,609589,Won,Ajay Kumar Mishra,Ajay Kumar (BJP)
#f49921,Kushi Nagar,NDA,8,Bharatiya Janata Party,8,#PC393,Uttar Pradesh,597039,Won,Vijay Dubey,Rajesh Pandey Urf Guddu (BJP)
#22409a,Lalganj,Others,40,Bahujan Samaj Party (BSP),40,#PC446,Uttar Pradesh,518820,Won,Smt. Sangeeta,Neelam Sonkar (BJP)
#f49921,Lucknow,NDA,8,Bharatiya Janata Party,8,#PC445,Uttar Pradesh,633026,Won,Rajnath Singh,Raj Nath Singh (BJP)
#f49921,Machhlishahr,NDA,8,Bharatiya Janata Party,8,#PC432,Uttar Pradesh,488397,Won,V. P. Saroj,Ram Charitra Nishad (BJP)
#f49921,Maharajganj,NDA,8,Bharatiya Janata Party,8,#PC434,Uttar Pradesh,726349,Won,Pankaj Choudhary,Pankaj (BJP)
#11381d,Mainpuri,Others,32,Samajwadi Party,32,#PC440,Uttar Pradesh,522048,Won,Shree Mulayam Singh Yadav,Mulayam Singh Yadav (SP)
#f49921,Mathura,NDA,8,Bharatiya Janata Party,8,#PC433,Uttar Pradesh,671293,Won,Hema Malini,Hema Malini (BJP)
#f49921,Meerut,NDA,8,Bharatiya Janata Party,8,#PC439,Uttar Pradesh,586184,Won,Rajendra Agrawal,Rajendra Agarwal (BJP)
#544595,Mirzapur,UPA,7,Apna Dal,7,#PC435,Uttar Pradesh,591564,Won,Anupriya Patel,Anupriya Singh Patel (AD)
#f49921,Misrikh,NDA,8,Bharatiya Janata Party,8,#PC436,Uttar Pradesh,534429,Won,Ashok Kumar Rawat,Anju Bala (BJP)
#f49921,Mohanlalganj,NDA,8,Bharatiya Janata Party,8,#PC441,Uttar Pradesh,629748,Won,Kaushal Kishore,Kaushal Kishore (BJP)
#11381d,Moradabad,Others,32,Samajwadi Party,32,#PC438,Uttar Pradesh,649416,Won,Dr. S T Hassan,Kunwer Sarvesh Kumar (BJP)
#f49921,Muzaffarnagar,NDA,8,Bharatiya Janata Party,8,#PC437,Uttar Pradesh,573780,Won,Sanjeev Balyanl,(Dr.) Sanjeev Kumar Balyan (BJP)
#22409a,Nagina,Others,40,Bahujan Samaj Party (BSP),40,#PC411,Uttar Pradesh,568378,Won,Girish Chandra,Yashwant Singh (BJP)
#f49921,Phulpur,NDA,8,Bharatiya Janata Party,8,#PC418,Uttar Pradesh,544701,Won,Keshri Patel,Keshav Prasad Maurya (BJP)
#f49921,Pilibhit,NDA,8,Bharatiya Janata Party,8,#PC413,Uttar Pradesh,704549,Won,Varun Gandhi,Maneka Sanjay Gandhi (BJP)
#f49921,Pratapgarh,NDA,8,Bharatiya Janata Party,8,#PC412,Uttar Pradesh,436291,Won,Sangam Lal Gupta,Kuwar Harivansh Singh (AD)
#4099CF,Rae Bareli,UPA,13,Indian National Congress,13,#PC443,Uttar Pradesh,534918,Won,Sonia Gandhi,Sonia Gandhi (INC)
#11381d,Rampur,Others,32,Samajwadi Party,32,#PC442,Uttar Pradesh,559177,Won,Shree Azam Khan,Dr. Nepal Singh (BJP)
#544595,Robertsganj,UPA,7,Apna Dal,7,#PC444,Uttar Pradesh,447914,Won,Pakauri Lal,Chhotelal (BJP)
#22409a,Saharanpur,Others,40,Bahujan Samaj Party (BSP),40,#PC453,Uttar Pradesh,514139,Won,Haji Fazulrahman,Raghav Lakhanpal (BJP)
#f49921,Salempur,NDA,8,Bharatiya Janata Party,8,#PC452,Uttar Pradesh,467241,Won,Ravindra Kushawaha,Ravindra Kushawaha (BJP)
#11381d,Sambhal,Others,32,Samajwadi Party,32,#PC451,Uttar Pradesh,658006,Won,Shree Shafiqur Rahman Barq,Satyapal Singh (BJP)
#f49921,Sant Kabir Nagar,NDA,8,Bharatiya Janata Party,8,#PC450,Uttar Pradesh,467543,Won,Praveen Kumar Nishad,Sharad Tripathi (BJP)
#f49921,Shahjahanpur,NDA,8,Bharatiya Janata Party,8,#PC448,Uttar Pradesh,688990,Won,Arun Sagar,Krishna Raj (BJP)
#22409a,Shrawasti,Others,40,Bahujan Samaj Party (BSP),40,#PC449,Uttar Pradesh,441771,Won,Shri Ramasheromani Verma,Daddan Mishra (BJP)
#f49921,Sitapur,NDA,8,Bharatiya Janata Party,8,#PC454,Uttar Pradesh,514528,Won,Rajesh Verma,Rajesh Verma (BJP)
#f49921,Sultanpur,NDA,8,Bharatiya Janata Party,8,#PC455,Uttar Pradesh,459196,Won,Maneka Gandhi,Feroze Varun Gandhi (BJP)
#f49921,Unnao,NDA,8,Bharatiya Janata Party,8,#PC389,Uttar Pradesh,703507,Won,Sakshi Maharaj,Sakshi Maharaj (BJP)
#f49921,Varanasi,NDA,8,Bharatiya Janata Party,8,#PC447,Uttar Pradesh,674664,Won,Narendra Modi,Narendra Modi (BJP)
#f49921,Almora,NDA,8,Bharatiya Janata Party,8,#PC528,Uttarakhand,444651,Won,Shri Ajay Tamta,Ajay Tamta (BJP)
#f49921,Garhwal,NDA,8,Bharatiya Janata Party,8,#PC527,Uttarakhand,506980,Won,Shri Tirath Singh Rawat,(Maj Gen (Retd.) ) Bhuwan Chandra Khanduri (Avsm) (BJP)
#f49921,Hardwar,NDA,8,Bharatiya Janata Party,8,#PC530,Uttarakhand,665674,Won,Dr. Ramesh Pokhriyal (Nishank),Ramesh Pokhriyal Nishank (BJP)
#f49921,Nainital-Udhamsingh Nagar,NDA,8,Bharatiya Janata Party,8,#PC529,Uttarakhand,339096,Won,Shri Ajay Bhatt,Bhagat Singh Koshyari (BJP)
#f49921,Tehri Garhwal,NDA,8,Bharatiya Janata Party,8,#PC526,Uttarakhand,565333,Won,Smt. Mala Rajya Laxmi,Mala Rajya Laxmi Shah (BJP)
#0175b1,Basirhat,Third Front,5,All India Trinamool Congress,5,#PC483,West Bengal,782078,Won,Nusrat Jahan,Idris Ali (AITC)
#0175b1,Birbhum,Third Front,5,All India Trinamool Congress,5,#PC487,West Bengal,654077,Won,Satabdi Roy,Satabdi Roy (AITC)
#f49921,Bishnupur,NDA,8,Bharatiya Janata Party,8,#PC497,West Bengal,657019,Won,Shri Soumitra Kha,Khan Saumitra (AITC)
#0175b1,Bolpur,Third Front,5,All India Trinamool Congress,5,#PC489,West Bengal,699171,Won,Asit Kumar Mal,Anupam Hazra (AITC)
#f49921,Burdwan-Durgapur,NDA,8,Bharatiya Janata Party,8,#PC480,West Bengal,598376,Won,Shri S. S. Ahluwaliya,Dr. Mamtaz Sanghamita (AITC)
#f49921,Cooch Behar,NDA,8,Bharatiya Janata Party,8,#PC464,West Bengal,731594,Won,Shri Nisith Pramanik,Renuka Sinha (AITC)
#f49921,Darjeeling,NDA,8,Bharatiya Janata Party,8,#PC477,West Bengal,750067,Won,Shri Raju Singh Bisht,S.S.Ahluwalia (BJP)
#0175b1,Diamond Harbour,Third Front,5,All India Trinamool Congress,5,#PC474,West Bengal,791127,Won,Abhishek Banerjee,Abhishek Banerjee (AITC)
#0175b1,Dum Dum,Third Front,5,All India Trinamool Congress,5,#PC476,West Bengal,512062,Won,Sougata Roy,Saugata Roy (AITC)
#0175b1,Ghatal,Third Front,5,All India Trinamool Congress,5,#PC468,West Bengal,717959,Won,Dev (Deepak Adhikari),Adhikari Deepak (Dev) (AITC)
#f49921,Hooghly,NDA,8,Bharatiya Janata Party,8,#PC500,West Bengal,671448,Won,Smt. Locket chaterjee,Dr. Ratna De (Nag) (AITC)
#0175b1,Howrah,Third Front,5,All India Trinamool Congress,5,#PC499,West Bengal,576711,Won,Prasun Banerjee,Prasun Banerjee (AITC)
#0175b1,Jadavpur,Third Front,5,All India Trinamool Congress,5,#PC472,West Bengal,688472,Won,Mimi Chakraborty,Sugata Bose (AITC)
#f49921,Jalpaiguri,NDA,8,Bharatiya Janata Party,8,#PC471,West Bengal,760145,Won,Dr Jayanta Ray,Bijoy Chandra Barman (AITC)
#0175b1,Jangipur,Third Front,5,All India Trinamool Congress,5,#PC469,West Bengal,562838,Won,Khalilur Rehman,Abhijit Mukherjee (INC)
#f49921,Jhargram,NDA,8,Bharatiya Janata Party,8,#PC473,West Bengal,626583,Won,Dr Kunar Hembram,Uma Saren (AITC)
#0175b1,Joynagar,Third Front,5,All India Trinamool Congress,5,#PC470,West Bengal,761202,Won,Pratima Mondal,Pratima Mondal (AITC)
#0175b1,Kanthi,Third Front,5,All India Trinamool Congress,5,#PC463,West Bengal,711872,Won,Sisir Adhikari,Adhikari Sisir Kumar (AITC)
#0175b1,Kolkata Dakshin,Third Front,5,All India Trinamool Congress,5,#PC467,West Bengal,573119,Won,Mala Roy,Subrata Bakshi (AITC)
#0175b1,Kolkata Uttar,Third Front,5,All India Trinamool Congress,5,#PC466,West Bengal,474891,Won,Sudip Bandyopadhyay,Sudip Bandyopadhyay (AITC)
#0175b1,Krishnanagar,Third Front,5,All India Trinamool Congress,5,#PC465,West Bengal,614872,Won,Mahua Motira,Tapas Paul (AITC)
#0175b1,Maldaha Dakshin,Third Front,5,All India Trinamool Congress,5,#PC492,West Bengal,444270,Won,Dr Moazzem Hossain,Abu Hasem Khan Chowdhury (INC)
#f49921,Maldaha Uttar,NDA,8,Bharatiya Janata Party,8,#PC491,West Bengal,509524,Won,Shri Khagen Murmu,Mausam Noor (INC)
#0175b1,Mathurapur,Third Front,5,All India Trinamool Congress,5,#PC490,West Bengal,726828,Won,Choudhary Mohan Jatua,Choudhury Mohan Jatua (AITC)
#f49921,Medinipur,NDA,8,Bharatiya Janata Party,8,#PC494,West Bengal,685433,Won,Shri Dilip Ghosh,Sandhya Roy (AITC)
#0175b1,Murshidabad,Third Front,5,All India Trinamool Congress,5,#PC493,West Bengal,604346,Won,Abu Taher Khan,Badaruddoza Khan (Marxist) 
#f49921,Purulia,NDA,8,Bharatiya Janata Party,8,#PC478,West Bengal,668107,Won,Shri Jyotirmoy Mahto,Dr. Mriganka Mahato (AITC)
#f49921,Raiganj,NDA,8,Bharatiya Janata Party,8,#PC496,West Bengal,511652,Won,Smt. Deboshree Chaudhary,Md. Salim (Marxist) 
#A55122,Ranaghat,Others,69,Other,69,#PC495,West Bengal,783253,Won,JAGANNATH SARKAR (BJP),Tapas Mandal (AITC)
#0175b1,Srerampur,Third Front,5,All India Trinamool Congress,5,#PC498,West Bengal,637707,Won,KALYAN BANERJEE,Kalyan Banerjee (AITC)
#0175b1,Tamluk,Third Front,5,All India Trinamool Congress,5,#PC475,West Bengal,724433,Won,Dibyendu Adhikari,Adhikari Suvendu (AITC)
#0175b1,Uluberia,Third Front,5,All India Trinamool Congress,5,#PC462,West Bengal,694945,Won,Sajda Ahmed,Sultan Ahmed (AITC)
#f49921,Alipurduars,NDA,8,Bharatiya Janata Party,8,#PC459,West Bengal,750804,Won,Shri John Barla,Dasrath Tirkey (AITC)
#0175b1,Arambagh,Third Front,5,All India Trinamool Congress,5,#PC460,West Bengal,649929,Won,Aparupa Poddar,Aparupa Poddar (Afrin Ali) (AITC)
#f49921,Asansol,NDA,8,Bharatiya Janata Party,8,#PC461,West Bengal,633378,Won,Shri Babul Supriyo,Babul Supriya Baral (Babul Supriyo) (BJP)
#4099CF,Baharampur,UPA,13,Indian National Congress,13,#PC484,West Bengal,591106,Won,Adhir Ranjan Chowdhury,Adhir Ranjan Chowdhury (INC)
#0175b1,Balurghat,Third Front,5,All India Trinamool Congress,5,#PC482,West Bengal,506024,Won,Arpita Ghosh,Arpita Ghosh (AITC)
#f49921,Bangaon,NDA,8,Bharatiya Janata Party,8,#PC479,West Bengal,687622,Won,Shri Shantanu Thakur,Kapil Krishna Thakur (AITC)
#f49921,Bankura,NDA,8,Bharatiya Janata Party,8,#PC485,West Bengal,675319,Won,Dr Subhash Sarkar,Sreemati  Dev Varma (Moon Moon Sen) (AITC)
#0175b1,Barasat,Third Front,5,All India Trinamool Congress,5,#PC486,West Bengal,648084,Won,Dr Kakoli Ghosh Dastidar,Dr. Kakali Ghoshdostidar (AITC)
#0175b1,Bardhaman Purba,Third Front,5,All India Trinamool Congress,5,#PC481,West Bengal,640834,Won,SUNIL KUMAR MONDAL,Sunil Kumar Mondal (AITC)
#f49921,Barrackpore,NDA,8,Bharatiya Janata Party,8,#PC488,West Bengal,472994,Won,Shri Arjun Singh,Dinesh Trivedi (AITC)
